ID,Project_Code,PQ_#,PO_/_SO_#,ASN/DN_#,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule/Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD),Days_to_Process
12854,110-ZM-T01,Pre-PQ Process,SO,DN,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2009-01-04,N/A - From RDC,2008-08-20,2008-08-20,2008-08-20,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,50000,600500.0,12.01,0.4,Mylan (formerly Matrix) Nashik,No,861.0,,960.8,-137
52756,102-BI-T30,FPQ-9231,SCMS,ASN,Burundi,PMO - US,Direct Drop,EXW,Air,2012-02-17,4/9/12,2012-06-05,2012-06-05,2012-06-05,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,,Test kit,1,23,563.5,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,21.0,1327.6,0.79,109
20894,106-HT-T30,FPQ-9066,SCMS,ASN,Haiti,PMO - US,Direct Drop,EXW,Air,2012-01-06,2/24/12,2012-04-22,2012-04-22,2012-04-22,ARV,Adult,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,5240,157200.0,30.0,0.25,"Aurobindo Unit III, India",No,14408.0,,220.39,107
63652,900-TZ-T30,FPQ-10396,SCMS,ASN,Tanzania,PMO - US,Direct Drop,EXW,Air,2012-07-31,10/4/12,2012-12-07,2012-12-07,2012-12-07,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2744,219520.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1303.0,22317.25,307.77,129
11550,114-UG-T01,Pre-PQ Process,SO,DN,Uganda,PMO - US,From RDC,N/A - From RDC,,2009-01-04,N/A - From RDC,2008-04-07,2008-04-07,2008-04-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,1450,19575.0,13.5,0.22,"Cipla, Goa, India",Yes,167.0,1472.77,31.32,-272
85883,104-CI-T30,FPQ-9261,SO,DN,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2012-01-30,N/A - From RDC,2012-08-20,2012-08-18,2012-08-18,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,8640,129945.6,15.04,0.5,Mylan (formerly Matrix) Nashik,Yes,972.0,4754.53,182.18,201
85721,102-UG-T30,FPQ-6202,SO,DN,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2010-08-06,N/A - From RDC,2010-11-26,2010-11-23,2010-11-23,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,115745,1298658.9,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,15500.0,83195.98,2799.91,109
60074,106-HT-T30,FPQ-15038,SCMS,ASN,Haiti,PMO - US,Direct Drop,EXW,Ocean,2014-10-22,12/24/14,2015-03-13,2015-03-13,2015-03-18,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,53571,176784.3,3.3,0.11,"Aurobindo Unit VII, IN",Yes,4974.0,11109.18,181.73,147
78120,108-VN-T30,FPQ-7427,SCMS,ASN,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-03-31,4/14/11,2011-10-19,2011-10-19,2011-10-19,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,7000,17010.0,2.43,0.04,Hetero Unit III Hyderabad IN,Yes,512.0,6015.18,28.07,202
83256,111-MZ-T30,FPQ-14226,SO,DN,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-05-02,N/A - From RDC,2014-12-31,2014-10-30,2014-11-07,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,36000,388080.0,10.78,0.36,Cipla Ltd A-42 MIDC Mahar. IN,No,3875.0,,398.95,189
77552,133-NG-T30,FPQ-12456,SCMS,ASN,Nigeria,PMO - US,Direct Drop,EXW,Air,2013-06-10,7/10/13,2013-11-07,2013-11-07,2013-11-17,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,3036,270204.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1233.0,20602.3,334.24,160
85114,104-CI-T30,FPQ-4659,SO,DN,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2009-12-08,N/A - From RDC,2010-05-10,2010-05-07,2010-05-07,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,8150,154850.0,19.0,0.32,Mylan (formerly Matrix) Nashik,No,1799.0,,333.86,150
83413,114-UG-T30,FPQ-5014,SO,DN,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2010-01-29,N/A - From RDC,2010-04-01,2010-03-25,2010-03-25,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,9000,100980.0,11.22,0.19,"Aurobindo Unit III, India",Yes,1055.0,2961.0,217.71,55
82522,104-CI-T30,FPQ-9136,SO,DN,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2012-01-02,N/A - From RDC,2012-10-31,2012-10-26,2012-10-26,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,503,13430.1,26.7,0.22,"Aurobindo Unit III, India",Yes,123.0,1783.64,18.83,298
61521,106-HT-T30,FPQ-10785,SCMS,ASN,Haiti,PMO - US,Direct Drop,EXW,Air,2012-10-11,10/16/12,2012-12-06,2012-12-06,2012-12-06,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,1500,150000.0,100.0,1.0,"Alere Medical Co., Ltd.",Yes,714.0,11293.85,185.55,56
59404,111-MZ-T30,FPQ-12686,SCMS,ASN,Mozambique,PMO - US,Direct Drop,EXW,Air,2013-07-31,9/11/13,2013-11-19,2013-11-19,2013-12-20,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,675,21600.0,32.0,1.6,"Trinity Biotech, Plc",Yes,202.0,2908.88,26.72,142
18099,116-ZA-T30,FPQ-13973,SCMS,ASN,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-04-30,8/28/14,2014-08-28,2014-08-28,2014-08-28,ARV,Pediatric,PHARMACY DIRECT,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,39,117.24,3.01,0.1,"Aurobindo Unit III, India",Yes,,0.0,0.12,120
11592,114-UG-T01,Pre-PQ Process,SO,DN,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2009-01-04,N/A - From RDC,2008-12-09,2008-12-09,2008-12-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,4704,55507.2,11.8,0.2,"Aurobindo Unit III, India",No,968.0,,108.79,-26
10901,110-ZM-T01,Pre-PQ Process,SO,DN,Zambia,PMO - US,From RDC,N/A - From RDC,,2009-01-04,N/A - From RDC,2007-10-29,2007-10-29,2007-10-29,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,5496,10827.12,1.97,0.01,"Aurobindo Unit III, India",Yes,6230.0,25739.49,17.32,-433
82985,111-MZ-T30,FPQ-7053,SO,DN,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2011-01-24,N/A - From RDC,2011-12-14,2011-12-14,2011-12-14,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,2047,3684.6,1.8,0.01,"Aurobindo Unit III, India",No,2392.0,,6.08,324
42275,102-GY-T30,FPQ-4068,SCMS,ASN,Guyana,PMO - US,Direct Drop,EXW,Air,2009-08-13,8/31/09,2009-10-16,2009-10-16,2009-10-16,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,507,36504.0,72.0,0.72,Inverness Japan,Yes,67.0,4400.85,71.55,64
27833,108-VN-T30,FPQ-11560,SCMS,ASN,Vietnam,PMO - US,Direct Drop,EXW,Air,2013-02-07,2/13/13,2013-07-13,2013-07-13,2013-07-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,42699,490611.51,11.49,0.38,Mylan (formerly Matrix) Nashik,Yes,4806.0,18700.09,606.89,156
57493,104-CI-T30,FPQ-5544,SCMS,ASN,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2010-04-19,4/26/10,2010-07-06,2010-07-06,2010-07-06,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,50mg,Chewable/dispersible tablet,60,2000,19000.0,9.5,0.16,"BMS Meymac, France",Yes,391.0,830.05,40.96,78
86439,101-CD-T30,FPQ-8840,SO,DN,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2011-11-21,N/A - From RDC,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,23,776.02,33.74,0.28,"Aurobindo Unit III, India",No,2495.0,,1.09,85
83031,113-ZW-T30,FPQ-8464,SO,DN,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2011-10-04,N/A - From RDC,2012-05-31,2012-05-25,2012-05-25,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,78082,432574.28,5.54,0.18,Mylan (formerly Matrix) Nashik,No,2655.0,,713.75,234
21536,110-PK-T30,FPQ-9896,SCMS,ASN,Pakistan,PMO - US,Direct Drop,EXW,Air,2012-05-18,7/9/12,2014-03-17,2014-03-17,2014-03-17,HRDT,HIV test,INVERNESS MEDICAL INNOVATIONS HONG KONG LTD,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,4484,358720.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1744.0,19489.83,502.93,668
48757,116-ZA-T30,FPQ-11828,SCMS,ASN,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,2013-03-18,Date Not Captured,2013-04-16,2013-04-16,2013-04-16,ARV,Adult,S. BUYS WHOLESALER,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,114,7956.64,69.8,1.16,"Cipla, Patalganga, India",No,,0.0,9.84,29
74492,107-RW-T30,FPQ-8742,SCMS,ASN,Rwanda,PMO - US,Direct Drop,EXW,Ocean,2011-12-07,4/3/12,2012-07-16,2012-07-16,2012-07-16,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,39330,511290.0,13.0,0.43,Mylan (formerly Matrix) Nashik,Yes,4426.0,66916.5,716.83,222
9081,116-ZA-T01,Pre-PQ Process,SCMS,ASN,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-01-04,4/2/09,2009-05-15,2009-04-23,2009-04-23,ARV,Pediatric,S. BUYS WHOLESALER,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,200,1208.0,6.04,0.03,"Aurobindo Unit III, India",No,4332.0,,2.37,109
86541,101-CD-T30,FPQ-11054,SO,DN,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2012-11-16,N/A - From RDC,2013-09-11,2013-09-11,2013-09-11,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,897,4314.57,4.81,0.16,"Cipla, Kurkumbh, India",No,2981.0,,5.34,299
25886,108-VN-T30,FPQ-3896,SCMS,ASN,Vietnam,PMO - US,Direct Drop,EXW,Air,2009-06-25,6/26/09,2009-10-26,2009-10-26,2009-10-26,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,8500,94775.0,11.15,0.19,"Aurobindo Unit III, India",Yes,3099.0,5018.69,185.76,123
25926,108-VN-T30,FPQ-13976,SCMS,ASN,Vietnam,PMO - US,Direct Drop,EXW,Air,2014-04-08,4/30/14,2014-09-22,2014-09-22,2014-11-04,ARV,Adult,HETERO LABS LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,7000,24850.0,3.55,0.12,Hetero Unit III Hyderabad IN,Yes,2190.0,3467.7,25.55,210
83568,104-CI-T30,FPQ-8295,SO,DN,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-25,N/A - From RDC,2012-03-01,2012-03-01,2012-03-01,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,4448,8673.6,1.95,0.01,"Aurobindo Unit III, India",Yes,1663.0,1102.3,14.31,189
85409,110-ZM-T30,FPQ-12066,SO,DN,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2013-04-19,N/A - From RDC,2013-11-29,2013-11-29,2013-12-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,80000,180800.0,2.26,0.04,"Micro labs, Verna, Goa, India",Yes,6502.0,13300.01,223.65,237
82792,114-UG-T30,FPQ-15294,SO,DN,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2014-11-03,N/A - From RDC,2015-04-30,2015-04-22,2015-04-24,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,6000,11520.0,1.92,0.03,"Mylan,  H-12 & H-13, India",Yes,11732.0,0.0,13.56,172
86019,102-BI-T30,FPQ-12065,SO,DN,Burundi,PMO - US,From RDC,N/A - From RDC,Air,2013-04-22,N/A - From RDC,2013-12-31,2014-02-17,2014-02-24,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,549,796.05,1.45,0.01,"Aurobindo Unit III, India",Yes,201.0,1530.81,0.98,308
29427,108-VN-T30,FPQ-6384,SCMS,ASN,Vietnam,PMO - US,Direct Drop,EXW,Air,2010-09-30,10/14/10,2011-02-28,2011-02-28,2011-02-28,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,3696,24948.0,6.75,0.22,Mylan (formerly Matrix) Nashik,Yes,314.0,4885.33,53.79,151
81653,116-ZA-T30,FPQ-12522,SCMS,ASN,South Africa,PMO - US,Direct Drop,DDP,Truck,2013-07-11,8/13/13,2014-02-07,2014-02-07,2014-02-07,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,57,1468.3,25.76,0.21,ABBVIE Ludwigshafen Germany,No,,0.0,1.82,211
85509,111-MZ-T30,FPQ-13124,SO,DN,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2013-10-21,N/A - From RDC,2014-08-29,2014-08-25,2014-08-28,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,150000,1216500.0,8.11,0.14,Mylan (formerly Matrix) Nashik,No,3827.0,,1250.56,311
24547,102-GY-T30,FPQ-5495,SCMS,ASN,Guyana,PMO - US,Direct Drop,EXW,Air,2010-04-15,6/21/10,2010-08-09,2010-08-09,2010-08-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,618,55620.0,90.0,0.9,Inverness Japan,Yes,304.0,6363.92,119.92,116
34119,116-ZA-T30,FPQ-14942,SCMS,ASN,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,10/9/14,2015-07-24,2015-07-24,2015-07-24,ARV,Adult,PHARMACY DIRECT,"Etravirine 100mg [Intelence], tablets, 120 Tabs",Etravirine,Intelence,100mg,Tablet,120,1,27.51,27.51,0.23,"Janssen-Cilag, Latina, IT",Yes,,0.0,0.03,316
84454,110-ZM-T30,FPQ-14575,SO,DN,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2014-07-11,N/A - From RDC,2015-02-27,2015-03-25,2015-03-26,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,54000,352080.0,6.52,0.11,"Hetero, Jadcherla, unit 5, IN",Yes,28276.0,46157.86,361.94,258
86212,104-CI-T30,FPQ-15259,SO,DN,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2014-10-24,N/A - From RDC,2015-08-14,2015-08-20,2015-08-25,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,9800,31262.0,3.19,0.11,"Strides, Bangalore, India.",Yes,622.0,4958.0,36.8,305
84196,110-ZM-T30,FPQ-9552,SO,DN,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2012-03-29,N/A - From RDC,2012-11-09,2012-11-05,2012-11-05,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,10500,30975.0,2.95,0.05,"Strides, Bangalore, India.",Yes,537.0,6800.6,43.43,221
12711,117-ET-T01,Pre-PQ Process,SO,DN,Ethiopia,PMO - US,From RDC,N/A - From RDC,,2009-01-04,N/A - From RDC,2007-09-04,2007-09-04,2007-09-04,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,10336,64083.2,6.2,0.03,"Aurobindo Unit III, India",No,332.0,,102.53,-488
