ID,Project_Code,PQ_#,PO_/_SO_#,ASN/DN_#,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule/Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD),Days_to_Process
84284,110-ZM-T30,FPQ-10728,SO,DN,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2012-10-05,N/A - From RDC,2013-10-22,2013-10-22,2013-11-11,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,16099,198017.7,12.3,0.41,Mylan (formerly Matrix) Nashik,Yes,2004.0,4356.75,277.62,402
85646,106-HT-T30,FPQ-4469,SO,DN,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2009-09-23,N/A - From RDC,2009-12-22,2009-12-16,2009-12-16,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,4077,7746.3,1.9,0.01,"Aurobindo Unit III, India",Yes,1404.0,8329.13,16.7,84
32064,104-CI-T30,FPQ-6183,SCMS,ASN,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2010-08-10,9/10/10,2011-07-01,2011-07-01,2011-07-01,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30,6100,307440.0,50.4,1.68,"MSD, Haarlem, NL",Yes,928.0,2093.32,662.84,325
77735,104-CI-T30,FPQ-12806,SCMS,ASN,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2013-08-09,9/16/13,2014-03-03,2014-03-03,2014-03-26,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,2100,42000.0,20.0,0.67,Mylan (formerly Matrix) Nashik,Yes,293.0,3169.34,51.95,229
19293,111-MZ-T30,FPQ-3588,SCMS,ASN,Mozambique,PMO - US,Direct Drop,CIP,Air,2009-03-25,5/13/09,2009-12-04,2009-12-04,2009-12-04,ARV,Adult,GLAXOSMITHKLINE EXPORT LIMITED,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,Tablet - FDC,60,4,214.84,53.71,0.9,GSK Ware (UK),Yes,155.0,0.0,0.42,254
68397,114-UG-T30,FPQ-12841,SCMS,ASN,Uganda,PMO - US,Direct Drop,EXW,Air,2013-08-19,9/2/13,2014-01-17,2014-01-17,2014-01-21,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,9051,11313.75,1.25,0.04,"Aurobindo Unit III, India",Yes,575.0,3231.11,14.0,155
83592,114-UG-T30,FPQ-9875,SO,DN,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2012-05-09,N/A - From RDC,2012-07-04,2012-06-08,2012-06-08,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,8333,20332.52,2.44,0.04,"Strides, Bangalore, India.",Yes,479.0,4358.72,28.51,30
85509,111-MZ-T30,FPQ-13124,SO,DN,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2013-10-21,N/A - From RDC,2014-08-29,2014-08-25,2014-08-28,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,150000,1216500.0,8.11,0.14,Mylan (formerly Matrix) Nashik,No,3827.0,,1250.56,311
62413,108-VN-T30,FPQ-10811,SCMS,ASN,Vietnam,PMO - US,Direct Drop,EXW,Air,2012-10-15,11/7/12,2013-04-01,2013-04-01,2013-04-01,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,7245,23546.25,3.25,0.11,"Hetero, Jadcherla, unit 5, IN",Yes,622.0,1226.11,29.13,168
54579,116-ZA-T30,FPQ-11828,SCMS,ASN,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,2013-03-18,Date Not Captured,2013-04-16,2013-04-16,2013-04-16,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",Lamivudine,Epivir,150mg,Tablet,60,1021,7656.67,7.5,0.12,GSK Ware (UK),No,,0.0,9.47,29
86210,110-ZM-T30,FPQ-14784,SO,DN,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2014-08-12,N/A - From RDC,2015-08-31,2015-08-25,2015-09-03,ARV,Pediatric,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, dispersible tablets, 60 Tabs",Abacavir/Lamivudine,Generic,60/30mg,Chewable/dispersible tablet - FDC,60,44022,224071.98,5.09,0.08,"Cipla, Patalganga, India",No,,0.0,230.35,387
24123,103-ZW-T30,FPQ-13325,SCMS,ASN,Zimbabwe,PMO - US,Direct Drop,FCA,Air,2013-11-26,11/28/13,2014-06-24,2014-06-24,2014-06-25,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,9670,57439.8,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,1128.0,13330.73,59.05,211
11281,110-ZM-T01,Pre-PQ Process,SO,DN,Zambia,PMO - US,From RDC,N/A - From RDC,Air,2009-01-04,N/A - From RDC,2009-03-02,2009-03-02,2009-03-02,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,10000,79000.0,7.9,0.13,"Aurobindo Unit III, India",Yes,581.0,3238.0,154.84,57
59404,111-MZ-T30,FPQ-12686,SCMS,ASN,Mozambique,PMO - US,Direct Drop,EXW,Air,2013-07-31,9/11/13,2013-11-19,2013-11-19,2013-12-20,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,675,21600.0,32.0,1.6,"Trinity Biotech, Plc",Yes,202.0,2908.88,26.72,142
65436,116-ZA-T30,FPQ-11828,SCMS,ASN,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,2013-03-18,Date Not Captured,2013-04-16,2013-04-16,2013-04-16,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,45,281.2,6.25,0.1,ABBVIE Ludwigshafen Germany,No,,0.0,0.35,29
1360,108-VN-T01,Pre-PQ Process,SCMS,ASN,Vietnam,PMO - US,Direct Drop,EXW,Air,2009-01-04,7/4/07,2007-11-23,2007-11-23,2007-11-23,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,22500,277425.0,12.33,0.41,"Aurobindo Unit III, India",Yes,1955.0,16095.39,443.88,-408
12784,111-MZ-T01,Pre-PQ Process,SO,DN,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2009-01-04,N/A - From RDC,2008-07-18,2008-07-18,2008-07-18,ARV,Adult,SCMS from RDC,"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",Ritonavir,Norvir,100mg,Capsule,84,1358,13023.22,9.59,0.11,ABBVIE (Abbott) Logis. UK,Yes,387.0,2107.14,20.84,-170
4025,104-CI-T01,Pre-PQ Process,SCMS,ASN,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2009-01-04,7/11/07,2007-08-27,2007-08-27,2007-08-27,ARV,Adult,BRISTOL-MYERS SQUIBB,"Stavudine 20mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,20mg,Capsule,60,1161,6548.04,5.64,0.09,"BMS Meymac, France",Yes,,0.0,10.48,-496
56957,108-VN-T30,FPQ-13034,SCMS,ASN,Vietnam,PMO - US,Direct Drop,EXW,Air,2013-10-04,10/10/13,2014-04-23,2014-04-23,2014-04-23,ARV,Adult,HETERO LABS LIMITED,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,564,6457.8,11.45,0.19,Hetero Unit III Hyderabad IN,No,24394.0,,7.99,201
67980,133-NG-T30,FPQ-10765,SCMS,ASN,Nigeria,PMO - US,Direct Drop,EXW,Air,2012-10-05,10/16/12,2013-01-09,2013-01-08,2013-01-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2744,244216.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1186.0,24927.19,342.39,95
84236,110-ZM-T30,FPQ-11553,SO,DN,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2013-01-28,N/A - From RDC,2013-06-25,2013-03-15,2013-03-15,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,25991,58739.66,2.26,0.04,"Aurobindo Unit III, India",Yes,2504.0,12315.5,72.66,46
77113,104-CI-T30,FPQ-15251,SCMS,ASN,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2014-10-22,12/10/14,2015-04-09,2015-04-09,2015-04-10,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,1230,38130.0,31.0,1.55,Chembio Diagnostics Sys. Inc.,Yes,357.0,5640.23,44.88,170
80704,101-CD-T30,FPQ-16001,SCMS,ASN,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,2015-03-10,3/17/15,2015-07-23,2015-07-23,2015-07-29,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,368,29440.0,80.0,0.8,"Alere Medical Co., Ltd.",No,32231.0,,34.65,141
82953,151-NG-T30,FPQ-7217,SO,DN,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-02-21,N/A - From RDC,2011-06-15,2011-07-06,2011-07-06,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,1220,11821.8,9.69,0.11,"Aurobindo Unit III, India",Yes,169.0,13398.06,19.51,135
66508,108-VN-T30,FPQ-9001,SCMS,ASN,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-12-15,1/18/12,2012-06-05,2012-06-05,2012-06-05,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,400,3128.0,7.82,0.09,"Aurobindo Unit III, India",No,14875.0,,4.39,173
11884,104-CI-T01,Pre-PQ Process,SO,DN,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2009-01-04,N/A - From RDC,2008-04-08,2008-04-08,2008-04-08,ARV,Pediatric,SCMS from RDC,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,1503,25490.88,16.96,0.09,"MSD, Haarlem, NL",Yes,608.0,1996.68,40.79,-271
83995,107-RW-T30,FPQ-5393,SO,DN,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2010-03-23,N/A - From RDC,2010-06-15,2010-04-19,2010-04-19,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,25000,280500.0,11.22,0.19,"Aurobindo Unit III, India",Yes,2930.0,42573.95,604.76,27
82349,117-ET-T30,FPQ-5668,SO,DN,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,2010-05-07,N/A - From RDC,2010-08-30,2010-09-13,2010-09-13,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,2000,4660.0,2.33,0.04,"Aurobindo Unit III, India",Yes,84.0,530.36,10.05,129
12464,106-HT-T01,Pre-PQ Process,SO,DN,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2009-01-04,N/A - From RDC,2008-01-22,2008-01-22,2008-01-22,ARV,Adult,SCMS from RDC,"Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,20mg,Capsule,60,100,175.0,1.75,0.03,"Aurobindo Unit III, India",No,445.0,,0.28,-348
11500,119-NA-T01,Pre-PQ Process,SO,DN,Namibia,PMO - US,From RDC,N/A - From RDC,Air,2009-01-04,N/A - From RDC,2007-11-30,2007-11-30,2007-11-30,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Clearview Complete Kit, 25 Tests","HIV 1/2, Clearview Complete Kit",Clearview,,Test kit,25,100,7500.0,75.0,3.0,Inverness USA,Yes,61.0,870.4,12.0,-401
10931,117-ET-T01,Pre-PQ Process,SO,DN,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,2009-01-04,N/A - From RDC,2008-01-10,2008-01-10,2008-01-10,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,591,10047.0,17.0,0.57,Gilead(Nycomed) Oranienburg DE,Yes,37.0,504.0,16.08,-360
11710,112-NG-T01,Pre-PQ Process,SO,DN,Nigeria,PMO - US,From RDC,N/A - From RDC,,2009-01-04,N/A - From RDC,2007-04-17,2007-04-17,2007-04-17,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine+Nevirapine 150/300+200mg, tablets, co-blister, 60+60 Tabs",Lamivudine/Zidovudine+Nevirapine,Generic,150/300+200mg,Tablet - FDC + co-blister,120,2703,55411.5,20.5,0.17,"Aspen-OSD, Port Elizabeth, SA",Yes,401.0,2208.0,,-628
48958,101-CD-T30,FPQ-13548,SCMS,ASN,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,2014-01-22,1/28/14,2014-04-04,2014-04-04,2014-04-28,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,30,960.0,32.0,1.6,"Trinity Biotech, Plc",No,24721.0,,0.99,96
83990,151-NG-T30,FPQ-4537,SO,DN,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2009-11-06,N/A - From RDC,2010-04-19,2010-05-18,2010-05-18,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,40148,401480.0,10.0,0.33,Mylan (formerly Matrix) Nashik,Yes,3312.0,9736.1,865.59,193
82572,114-UG-T30,FPQ-10945,SO,DN,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-11-06,N/A - From RDC,2013-05-09,2013-05-07,2013-05-07,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,229285,2412078.2,10.52,0.35,Hetero Unit III Hyderabad IN,Yes,29934.0,34003.7,2983.74,182
65588,108-VN-T30,FPQ-4720,SCMS,ASN,Vietnam,PMO - US,Direct Drop,EXW,Air,2009-01-04,1/12/10,2010-04-01,2010-04-01,2010-04-01,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,2856,21420.0,7.5,0.25,Mylan (formerly Matrix) Nashik,No,6341.0,,46.18,452
75799,105-GH-T30,FPQ-13809,SCMS,ASN,Ghana,PMO - US,Direct Drop,EXW,Air,2014-03-07,4/14/14,2014-07-24,2014-07-24,2014-07-31,ARV,Adult,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,3393,73967.4,21.8,0.18,"Aurobindo Unit III, India",Yes,915.0,6006.37,76.04,146
86399,151-NG-T30,FPQ-7217,SO,DN,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2011-02-21,N/A - From RDC,2011-08-31,2011-08-03,2011-08-03,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,2000,11120.0,5.56,0.09,"Cipla, Goa, India",Yes,209.0,2136.53,18.35,163
11358,100-GH-T01,Pre-PQ Process,SO,DN,Ghana,PMO - US,From RDC,N/A - From RDC,Truck,2009-01-04,N/A - From RDC,2009-09-30,2009-08-12,2009-08-12,ARV,Pediatric,SCMS from RDC,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,129,1.29,0.01,0.0,ABBVIE (Abbott) Logis. UK,Yes,,0.0,0.0,220
5815,106-HT-T01,Pre-PQ Process,SCMS,ASN,Haiti,PMO - US,Direct Drop,EXW,Air,2009-01-04,5/20/08,2008-08-22,2008-08-22,2008-08-22,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,,Test kit,100,121,16819.0,139.0,1.39,"Trinity Biotech, Plc",Yes,100.0,1372.85,26.91,-135
83661,106-HT-T30,FPQ-11281,SO,DN,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2013-01-16,N/A - From RDC,2013-04-09,2013-03-14,2013-03-14,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,6160,152521.6,24.76,0.21,Mylan (formerly Matrix) Nashik,No,3015.0,,188.67,57
