ID,Project_Code,PQ_#,PO_/_SO_#,ASN/DN_#,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule/Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD),Days_to_Process
34837,117-ET-T30,FPQ-9098,SCMS,ASN,Ethiopia,PMO - US,Direct Drop,EXW,Air,2012-01-10,1/23/12,2012-03-12,2012-03-12,2012-03-12,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,,Test kit,1,1362,33369.0,24.5,24.5,"KHB Test Kit Facility, Shanghai China",Yes,970.0,8851.4,46.78,62
70041,107-RW-T30,FPQ-14813,SCMS,ASN,Rwanda,PMO - US,Direct Drop,EXW,Air,2014-10-09,12/15/14,2015-05-27,2015-05-27,2015-05-28,ARV,Adult,EMCURE PHARMACEUTICALS LTD,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,8000,144000.0,18.0,0.6,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,1045.0,6949.93,148.03,231
86591,114-UG-T30,FPQ-12473,SO,DN,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2013-06-11,N/A - From RDC,2013-08-29,2013-09-13,2013-09-13,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,7363,24518.79,3.33,0.11,"Strides, Bangalore, India.",No,3267.0,,30.33,94
85913,107-RW-T30,FPQ-10119,SO,DN,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2012-06-18,N/A - From RDC,2013-01-16,2013-01-16,2013-01-16,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,5468,16130.6,2.95,0.05,Hetero Unit III Hyderabad IN,Yes,437.0,2928.4,22.62,212
49116,109-TZ-T30,FPQ-13569,SCMS,ASN,Tanzania,PMO - US,Direct Drop,FCA,Air,2014-01-21,2/14/14,2014-08-26,2014-08-26,2014-09-04,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,268,8259.76,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,261.0,2569.33,8.49,226
23267,116-ZA-T30,FPQ-12522,SCMS,ASN,South Africa,PMO - US,Direct Drop,DDP,Truck,2013-07-11,8/29/14,2014-08-29,2014-08-29,2014-08-29,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,92,305.1,3.32,0.11,"Aurobindo Unit III, India",No,,0.0,0.38,414
84780,113-ZW-T30,FPQ-10632,SO,DN,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2012-09-11,N/A - From RDC,2013-02-11,2013-02-11,2013-02-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,636,2264.16,3.56,0.12,"Strides, Bangalore, India.",No,2989.0,,3.17,153
12281,114-UG-T01,Pre-PQ Process,SO,DN,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2009-01-04,N/A - From RDC,2009-05-22,2009-05-22,2009-05-22,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,60,89.4,1.49,0.02,"Aurobindo Unit III, India",Yes,4.0,526.41,0.18,138
73806,116-ZA-T30,FPQ-14942,SCMS,ASN,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,11/28/14,2014-11-28,2014-11-28,2014-11-28,ARV,Adult,PHARMACY DIRECT,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,6,66.1,11.02,0.37,"Aurobindo Unit III, India",No,,0.0,0.07,78
15625,111-MZ-T30,FPQ-14294,SCMS,ASN,Mozambique,PMO - US,Direct Drop,EXW,Air,2014-05-15,7/30/14,2014-09-10,2014-09-10,2014-10-01,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,4708,376640.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1914.0,13489.96,387.19,139
62400,107-RW-T30,FPQ-3859,SCMS,ASN,Rwanda,PMO - US,Direct Drop,CIP,Air,2009-06-30,7/16/09,2010-08-04,2010-08-04,2010-08-04,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,559,12532.78,22.42,0.75,"Aurobindo Unit III, India",Yes,46.0,1127.95,24.56,400
63561,103-ZW-T30,FPQ-15625,SCMS,ASN,Zimbabwe,PMO - US,Direct Drop,FCA,Air,2015-01-06,1/16/15,2015-05-21,2015-05-21,2015-05-21,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,6914,213089.48,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,6090.0,41141.5,250.81,135
82534,104-CI-T30,FPQ-9749,SO,DN,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2012-04-19,N/A - From RDC,2012-12-31,2012-12-06,2012-12-06,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,14368,52299.52,3.64,0.12,"Strides, Bangalore, India.",Yes,4409.0,17192.4,73.32,231
84081,200-ZW-T30,FPQ-6483,SO,DN,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2010-10-13,N/A - From RDC,2011-04-04,2011-05-20,2011-05-20,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, delayed-release capsules, 30 Caps",Didanosine,Generic,200mg,Delayed-release capsules,30,45,495.0,11.0,0.37,"Aurobindo Unit III, India",No,2178.0,,1.07,219
5033,116-ZA-T01,Pre-PQ Process,SCMS,ASN,South Africa,PMO - US,Direct Drop,DDP,Air,2009-01-04,Date Not Captured,2009-03-17,2008-11-28,2008-11-28,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,983,4875.68,4.96,0.08,"Aurobindo Unit III, India",No,,0.0,9.56,-37
9321,104-CI-T01,Pre-PQ Process,SCMS,ASN,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2009-01-04,7/13/07,2007-10-02,2007-10-02,2007-10-02,ARV,Adult,BRISTOL-MYERS SQUIBB,"Stavudine 20mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,20mg,Capsule,60,1389,7833.96,5.64,0.09,"BMS Meymac, France",No,,0.0,12.53,-460
86237,154-NG-T30,FPQ-3815,SO,DN,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2009-05-26,N/A - From RDC,2009-08-31,2009-08-04,2009-08-04,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,45,65.7,1.46,0.02,"Aurobindo Unit III, India",No,1360.0,,0.13,70
82892,117-ET-T30,FPQ-5581,SO,DN,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,2010-04-28,N/A - From RDC,2010-06-21,2010-06-01,2010-06-01,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,69,168.36,2.44,0.04,"Aurobindo Unit III, India",Yes,77.0,961.46,0.36,34
55159,110-ZM-T30,FPQ-4141,SCMS,ASN,Zambia,PMO - US,Direct Drop,EXW,Air,2009-08-31,9/11/09,2010-01-28,2010-01-28,2010-01-28,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,1820,131040.0,72.0,0.72,Inverness Japan,No,5853.0,,256.84,150
3989,100-HT-T01,Pre-PQ Process,SCMS,ASN,Haiti,PMO - US,Direct Drop,EXW,Air,2009-01-04,4/4/07,2007-05-08,2007-05-08,2007-05-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,,Test kit,100,125,17375.0,139.0,1.39,"Trinity Biotech, Plc",Yes,78.0,4702.79,,-607
12487,112-NG-T01,Pre-PQ Process,SO,DN,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2009-01-04,N/A - From RDC,2008-02-14,2008-02-14,2008-02-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,8940,120690.0,13.5,0.22,"Cipla, Goa, India",No,620.0,,193.1,-325
21568,104-CI-T30,FPQ-7325,SCMS,ASN,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2011-03-09,5/5/11,2011-09-12,2011-09-12,2011-09-12,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,1209,24180.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,403.0,5639.42,39.9,187
67614,105-SS-T30,FPQ-15569,SCMS,ASN,South Sudan,PMO - US,Direct Drop,EXW,Air,2014-12-29,2/20/15,2015-06-03,2015-06-03,2015-06-05,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,90,8010.0,89.0,0.89,"Alere Medical Co., Ltd.",No,31337.0,,9.43,158
11001,114-UG-T01,Pre-PQ Process,SO,DN,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2009-01-04,N/A - From RDC,2008-12-09,2008-12-09,2008-12-09,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,42,1726.2,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,123.0,845.37,3.38,-26
11603,117-ET-T01,Pre-PQ Process,SO,DN,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,2009-01-04,N/A - From RDC,2009-03-03,2009-03-03,2009-03-03,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,11549,122650.38,10.62,0.35,"Aurobindo Unit III, India",No,1052.0,,240.39,58
85727,200-DO-T30,FPQ-6616,SO,DN,Dominican Republic,PMO - US,From RDC,N/A - From RDC,Air,2010-10-25,N/A - From RDC,2011-01-31,2010-12-08,2010-12-08,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,2615,18383.45,7.03,0.23,Mylan (formerly Matrix) Nashik,No,2065.0,,30.33,44
11225,107-RW-T01,Pre-PQ Process,SO,DN,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2009-01-04,N/A - From RDC,2008-01-28,2008-01-28,2008-01-28,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,392,842.8,2.15,0.04,"Aurobindo Unit III, India",Yes,29.0,1372.38,1.35,-342
11840,107-RW-T01,Pre-PQ Process,SO,DN,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2009-01-04,N/A - From RDC,2008-01-28,2008-01-28,2008-01-28,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,1250,89987.5,71.99,0.72,Inverness Japan,Yes,362.0,8143.19,143.98,-342
84373,111-MZ-T30,FPQ-13123,SO,DN,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2013-10-21,N/A - From RDC,2014-07-31,2014-07-25,2014-09-05,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,24768,61672.32,2.49,0.04,Hetero Unit III Hyderabad IN,Yes,20019.0,11701.65,63.4,319
83029,102-LY-T30,FPQ-9665,SO,DN,Libya,PMO - US,From RDC,N/A - From RDC,Air,2012-04-04,N/A - From RDC,2012-05-23,2012-05-23,2012-05-23,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,500,15410.0,30.82,0.26,ABBVIE Ludwigshafen Germany,Yes,709.0,761.91,21.6,49
82869,114-UG-T30,FPQ-4497,SO,DN,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2009-10-28,N/A - From RDC,2010-03-31,2010-03-19,2010-03-19,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1000,5130.0,5.13,0.17,"Aurobindo Unit III, India",Yes,95.0,3549.77,11.06,142
21480,108-VN-T30,FPQ-13976,SCMS,ASN,Vietnam,PMO - US,Direct Drop,EXW,Air,2014-04-08,4/30/14,2014-09-22,2014-09-15,2014-09-17,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,14780,155190.0,10.5,0.35,Hetero Unit III Hyderabad IN,Yes,1671.0,2718.03,159.54,162
86245,114-UG-T30,FPQ-4454,SO,DN,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2009-09-25,N/A - From RDC,2010-01-17,2009-11-25,2009-11-25,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,2150,21500.0,10.0,0.33,Mylan (formerly Matrix) Nashik,Yes,179.0,2196.29,42.14,61
20294,110-ZM-T30,FPQ-12662,SCMS,ASN,Zambia,PMO - US,Direct Drop,EXW,Air,2013-07-22,8/12/13,2014-02-14,2014-02-14,2014-02-18,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,300000,1722000.0,5.74,0.19,Mylan (formerly Matrix) Nashik,Yes,24233.0,119474.09,2130.11,211
13004,111-MZ-T30,FPQ-15276,SCMS,ASN,Mozambique,PMO - US,Direct Drop,FCA,Air,2014-10-28,11/7/14,2015-04-15,2015-04-15,2015-04-15,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,400,2740.0,6.85,0.11,ABBVIE Ludwigshafen Germany,Yes,62.0,642.99,3.22,169
12886,112-NG-T01,Pre-PQ Process,SO,DN,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2009-01-04,N/A - From RDC,2009-06-16,2009-06-16,2009-06-16,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,806,1531.4,1.9,0.01,"Aurobindo Unit III, India",No,1244.0,,3.0,163
85427,109-TZ-T30,FPQ-12354,SO,DN,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2013-05-16,N/A - From RDC,2014-01-31,2014-01-20,2014-01-29,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,5531,61670.65,11.15,0.37,Hetero Unit III Hyderabad IN,No,3454.0,,76.29,258
