ID,Project_Code,PQ_#,PO_/_SO_#,ASN/DN_#,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule/Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD),Days_to_Process
11862,131-NG-T01,Pre-PQ Process,SO,DN,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2009-01-04,N/A - From RDC,2008-05-14,2008-05-14,2008-05-14,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,3359,88173.75,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,300.0,2204.0,141.08,-235
83416,151-NG-T30,FPQ-4537,SO,DN,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2009-11-06,N/A - From RDC,2010-04-19,2010-03-31,2010-03-31,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,15000,40950.0,2.73,0.05,"Aurobindo Unit III, India",Yes,1444.0,124350.84,88.29,145
84251,102-BI-T30,FPQ-11661,SO,DN,Burundi,PMO - US,From RDC,N/A - From RDC,Air,2013-02-20,N/A - From RDC,2013-06-30,2013-05-09,2013-05-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,1080,6555.6,6.07,0.2,Mylan (formerly Matrix) Nashik,No,3129.0,,8.11,78
11724,113-ZW-T01,Pre-PQ Process,SO,DN,Zimbabwe,PMO - US,From RDC,N/A - From RDC,,2009-01-04,N/A - From RDC,2007-06-12,2007-06-12,2007-06-12,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,534,5217.18,9.77,0.16,"Ranbaxy, Paonta Shahib, India",No,187.0,,8.35,-572
6914,116-ZA-T01,Pre-PQ Process,SCMS,ASN,South Africa,PMO - US,Direct Drop,DDP,,2009-01-04,1/4/08,2008-01-21,2008-01-04,2008-01-04,ARV,Pediatric,"JSI R&T INSTITUTE, INC.","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,30,1384.5,46.15,0.15,ABBVIE (Abbott) Logis. UK,No,,0.0,2.22,-366
85082,102-SD-T30,FPQ-3812,SO,DN,Sudan,PMO - US,From RDC,N/A - From RDC,Air,2009-06-03,N/A - From RDC,2009-11-30,2009-11-22,2009-11-22,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,350,28000.0,80.0,0.8,Inverness Japan,No,1624.0,,54.88,172
83486,106-HT-T30,FPQ-6801,SO,DN,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2010-12-14,N/A - From RDC,2011-02-28,2011-02-14,2011-02-14,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,544,7452.8,13.7,0.06,"Aurobindo Unit III, India",Yes,395.0,6555.75,12.3,62
83897,107-RW-T30,FPQ-14811,SO,DN,Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,2014-10-15,N/A - From RDC,2015-03-31,2015-03-24,2015-03-24,ARV,Pediatric,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, dispersible tablets, 60 Tabs",Abacavir/Lamivudine,Generic,60/30mg,Chewable/dispersible tablet - FDC,60,24174,123045.66,5.09,0.08,"Cipla, Patalganga, India",No,4162.0,,126.49,160
64369,103-ZW-T30,FPQ-13969,SCMS,ASN,Zimbabwe,PMO - US,Direct Drop,FCA,Air,2014-04-08,5/15/14,2015-01-12,2015-01-12,2015-01-12,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,9253,54962.82,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,1065.0,11368.84,56.5,279
5661,104-CI-T01,Pre-PQ Process,SCMS,ASN,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2009-01-04,3/18/08,2008-05-30,2008-05-30,2008-05-30,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,,Test kit,40,331,25156.0,76.0,1.9,Bio-Rad Laboratories,Yes,366.0,7915.98,40.25,-219
86094,104-CI-T30,FPQ-13142,SO,DN,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2013-10-22,N/A - From RDC,2014-06-30,2014-06-16,2014-07-10,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,13429,264685.59,19.71,0.16,Mylan (formerly Matrix) Nashik,Yes,3522.0,14985.96,272.1,261
72821,105-SS-T30,FPQ-15569,SCMS,ASN,South Sudan,PMO - US,Direct Drop,EXW,Air,2014-12-29,2/20/15,2015-07-02,2015-07-02,2015-07-03,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,,Test kit - Ancillary,100,45,360.0,8.0,0.08,"Alere Medical Co., Ltd.",No,31958.0,,0.42,186
84671,151-NG-T30,FPQ-7812,SO,DN,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-06-06,N/A - From RDC,2011-11-03,2011-09-28,2011-09-28,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,164398,412638.98,2.51,0.04,Hetero Unit III Hyderabad IN,Yes,9988.0,18495.9,680.85,114
2632,105-GY-T01,Pre-PQ Process,SCMS,ASN,Guyana,PMO - US,Direct Drop,CIP,Air,2009-01-04,7/15/09,2009-08-07,2009-08-07,2009-08-07,ARV,Adult,ABBOTT LABORATORIES (PUERTO RICO),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2733,224625.27,82.19,0.68,ABBVIE Ludwigshafen Germany,Yes,589.0,314.0,440.27,215
6693,102-GY-T01,Pre-PQ Process,SCMS,ASN,Guyana,PMO - US,Direct Drop,EXW,Air,2009-01-04,7/6/07,2007-08-08,2007-08-08,2007-08-08,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,50,1350.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,13.0,581.1,2.16,-515
28268,116-ZA-T30,FPQ-15269,SCMS,ASN,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-10-29,12/10/14,2014-12-10,2014-12-10,2014-12-10,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,3,62.04,20.68,0.07,ABBVIE (Abbott) Logis. UK,Yes,,0.0,0.07,42
28773,106-HT-T30,FPQ-7040,SCMS,ASN,Haiti,PMO - US,Direct Drop,FCA,Air,2011-01-14,2/2/11,2011-04-06,2011-04-06,2011-04-06,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,2000,195360.0,97.68,0.98,Inverness Japan,Yes,453.0,7030.94,322.34,82
52617,107-RW-T30,FPQ-8932,SCMS,ASN,Rwanda,PMO - US,Direct Drop,EXW,Air,2011-12-06,12/13/11,2012-01-24,2012-01-24,2012-01-24,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,2800,14980.0,5.35,0.18,"Aurobindo Unit VII, IN",Yes,273.0,2964.49,21.0,49
47302,105-GY-T30,FPQ-11562,SCMS,ASN,Guyana,PMO - US,Direct Drop,EXW,Air,2013-02-07,3/6/13,2013-04-18,2013-04-18,2013-04-18,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,218,1002.8,4.6,0.05,"Aurobindo Unit III, India",No,18805.0,,1.24,70
79128,114-UG-T30,FPQ-9365,SCMS,ASN,Uganda,PMO - US,Direct Drop,CIP,Air,2012-03-15,4/4/12,2012-05-21,2012-05-21,2012-05-21,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Raltegravir 400mg [Isentress], tablets, 60 Tabs",Raltegravir,Isentress,400mg,Tablet,60,180,9990.0,55.5,0.92,"MSD, Haarlem, NL",No,14835.0,,14.01,67
11250,104-CI-T01,Pre-PQ Process,SO,DN,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2009-01-04,N/A - From RDC,2008-06-27,2008-06-27,2008-06-27,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,3885,62160.0,16.0,0.18,"Aurobindo Unit III, India",Yes,467.0,6299.56,99.46,-191
3840,104-CI-T01,Pre-PQ Process,SCMS,ASN,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2009-01-04,4/24/09,2009-08-11,2009-08-11,2009-08-11,ARV,Adult,GLAXOSMITHKLINE EXPORT LIMITED,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,Tablet - FDC,60,2048,109998.08,53.71,0.9,GSK Ware (UK),Yes,,0.0,215.6,219
85125,151-NG-T30,FPQ-5023,SO,DN,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2010-02-10,N/A - From RDC,2010-07-15,2010-06-28,2010-06-28,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,20000,54600.0,2.73,0.05,"Strides, Bangalore, India.",Yes,1370.0,0.0,117.72,138
55238,108-VN-T30,FPQ-9001,SCMS,ASN,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-12-15,1/16/12,2012-05-16,2012-05-16,2012-05-16,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,368,4784.0,13.0,0.22,Mylan (formerly Matrix) Nashik,No,14517.0,,6.71,153
83159,901-CM-T30,FPQ-12832,SO,DN,Cameroon,PMO - US,From RDC,N/A - From RDC,Air,2013-08-19,N/A - From RDC,2013-10-02,2013-10-02,2013-10-11,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,16837,117859.0,7.0,0.12,Mylan (formerly Matrix) Nashik,Yes,1353.0,13924.23,145.79,53
10416,107-RW-T01,Pre-PQ Process,SCMS,ASN,Rwanda,PMO - US,Direct Drop,CIP,Air,2009-01-04,4/15/09,2009-09-14,2009-09-14,2009-09-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,38736,348624.0,9.0,0.15,Mylan (formerly Matrix) Nashik,Yes,3080.0,33235.44,683.3,253
26849,161-ZA-T30,FPQ-5648,SCMS,ASN,South Africa,PMO - US,Direct Drop,DDP,Ocean,2010-06-02,6/17/10,2010-10-12,2010-12-15,2010-12-15,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,108211,488031.61,4.51,0.15,"Aurobindo Unit III, India",Yes,,0.0,1052.2,196
27460,108-VN-T30,FPQ-13524,SCMS,ASN,Vietnam,PMO - US,Direct Drop,EXW,Air,2014-02-06,3/10/14,2014-07-29,2014-07-29,2014-08-06,ARV,Adult,HETERO LABS LIMITED,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,1600,18320.0,11.45,0.19,Hetero Unit III Hyderabad IN,No,26923.0,,18.83,181
82869,114-UG-T30,FPQ-4497,SO,DN,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2009-10-28,N/A - From RDC,2010-03-31,2010-03-19,2010-03-19,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1000,5130.0,5.13,0.17,"Aurobindo Unit III, India",Yes,95.0,3549.77,11.06,142
86492,110-ZM-T30,FPQ-9472,SO,DN,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2012-03-08,N/A - From RDC,2012-07-26,2012-07-30,2012-07-30,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,70156,267294.36,3.81,0.13,"Aurobindo Unit III, India",Yes,6022.0,18219.83,374.75,144
12204,117-ET-T01,Pre-PQ Process,SO,DN,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,2009-01-04,N/A - From RDC,2008-04-21,2008-04-21,2008-04-21,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,1440,4896.0,3.4,0.06,Hetero Unit III Hyderabad IN,No,703.0,,7.83,-258
62228,133-NG-T30,FPQ-13741,SCMS,ASN,Nigeria,PMO - US,Direct Drop,EXW,Air,2014-02-13,5/19/14,2014-07-09,2014-07-10,2014-07-17,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,10364,922396.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,4212.0,62466.03,948.22,154
85095,151-NG-T30,FPQ-4537,SO,DN,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2009-11-06,N/A - From RDC,2010-04-19,2010-03-31,2010-03-31,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,10000,112200.0,11.22,0.19,"Aurobindo Unit III, India",Yes,1169.0,0.0,241.9,145
84819,110-ZM-T30,FPQ-10728,SO,DN,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2012-10-05,N/A - From RDC,2013-05-31,2013-05-28,2013-05-28,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,249965,3239546.4,12.96,0.43,Mylan (formerly Matrix) Nashik,Yes,28182.0,17650.15,4541.84,235
5051,116-ZA-T01,Pre-PQ Process,SCMS,ASN,South Africa,PMO - US,Direct Drop,DDP,Air,2009-01-04,Date Not Captured,2009-03-30,2009-01-21,2009-01-21,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",Efavirenz,Stocrin/Sustiva,50mg,Capsule,30,80,188.8,2.36,0.08,"MSD Midrand, J'burg, SA",No,,0.0,0.37,17
24246,117-ET-T30,FPQ-9990,SCMS,ASN,Ethiopia,PMO - US,Direct Drop,FCA,Air,2012-05-24,6/1/12,2012-06-27,2012-06-27,2012-06-27,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,700,21574.0,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,1050.0,4672.77,30.25,34
85036,151-NG-T30,FPQ-14989,SO,DN,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-09-19,N/A - From RDC,2015-06-30,2015-06-02,2015-06-17,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,121000,1161600.0,9.6,0.32,Hetero Unit III Hyderabad IN,Yes,35884.0,68103.71,1194.12,271
12130,112-NG-T01,Pre-PQ Process,SO,DN,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2009-01-04,N/A - From RDC,2007-12-03,2007-12-03,2007-12-03,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/40mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/40mg,Tablet - FDC,60,1190,9163.0,7.7,0.13,"Cipla, Goa, India",No,475.0,,14.66,-398
41444,108-VN-T30,FPQ-6818,SCMS,ASN,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-01-17,2/15/11,2011-06-22,2011-06-22,2011-06-22,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,5070,41827.5,8.25,0.14,Mylan (formerly Matrix) Nashik,No,11024.0,,69.02,156
85828,109-TZ-T30,FPQ-8303,SO,DN,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-22,N/A - From RDC,2012-03-30,2012-03-12,2012-03-12,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,32554,63480.3,1.95,0.01,"Aurobindo Unit III, India",Yes,,0.0,104.74,203
16053,108-VN-T30,FPQ-13034,SCMS,ASN,Vietnam,PMO - US,Direct Drop,EXW,Air,2013-10-04,10/10/13,2014-04-23,2014-04-23,2014-04-23,ARV,Adult,HETERO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,14011,25920.35,1.85,0.03,Hetero Unit III Hyderabad IN,Yes,1953.0,3658.08,32.06,201
2399,106-HT-T01,Pre-PQ Process,SCMS,ASN,Haiti,PMO - US,Direct Drop,EXW,Air,2009-01-04,3/6/09,2009-04-02,2009-04-02,2009-04-02,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,2100,10500.0,5.0,0.05,"Aurobindo Unit III, India",Yes,187.0,1903.54,20.58,88
68462,107-RW-T30,FPQ-4850,SCMS,ASN,Rwanda,PMO - US,Direct Drop,FCA,Air,2010-01-06,1/20/10,2010-03-03,2010-03-03,2010-03-03,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,120,4603.2,38.36,0.11,ABBVIE (Abbott) Logis. UK,Yes,298.0,2204.08,9.92,56
77181,114-UG-T30,FPQ-11153,SCMS,ASN,Uganda,PMO - US,Direct Drop,EXW,Air,2012-12-13,1/11/13,2013-03-05,2013-03-05,2013-03-05,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,196,439.04,2.24,0.07,"Aurobindo Unit III, India",Yes,12.0,917.35,0.54,82
53650,116-ZA-T30,FPQ-5630,SCMS,ASN,South Africa,PMO - US,Direct Drop,DDP,Truck,2010-04-30,5/5/10,2010-05-14,2010-05-14,2010-05-14,ARV,Pediatric,S. BUYS WHOLESALER,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",Abacavir,Ziagen,20mg/ml,Oral solution,240,40,656.64,16.42,0.07,GSK Mississauga (Canada),Yes,,0.0,1.42,14
86030,103-SS-T30,FPQ-13173,SO,DN,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,2013-10-28,N/A - From RDC,2014-01-22,2014-02-11,2014-02-13,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,2100,6993.0,3.33,0.11,"Strides, Bangalore, India.",No,3493.0,,7.19,108
17124,104-CI-T30,FPQ-4530,SCMS,ASN,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,2009-11-05,11/23/09,2010-03-05,2010-03-05,2010-03-05,ARV,Adult,Hoffmann-La Roche ltd Basel,"Saquinavir 500mg [Invirase], tablets, 120 Tabs",Saquinavir,Invirase,500mg,Tablet,120,1500,149780.99,99.85,0.83,Roche Basel,Yes,271.0,2527.94,322.93,120
12774,114-UG-T01,Pre-PQ Process,SO,DN,Uganda,PMO - US,From RDC,N/A - From RDC,,2009-01-04,N/A - From RDC,2008-02-28,2008-02-28,2008-02-28,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,328,1115.2,3.4,0.06,"Ranbaxy, Paonta Shahib, India",No,589.0,,1.78,-311
11326,110-ZM-T01,Pre-PQ Process,SO,DN,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2009-01-04,N/A - From RDC,2009-06-15,2009-06-15,2009-06-15,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,4594,116917.3,25.45,0.42,Mylan (formerly Matrix) Nashik,No,1250.0,,229.16,162
